Měsíc,Platba,Plátce,Příjemce,Částka (Kč),Důvod platby,Zdroj
2015-12,2016-01-11,Praha,Ondřej Profant,10125,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/12/ondrej-profant/README.md
2015-12,2016-01-11,Pirati,Ondřej Profant,6750,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/12/ondrej-profant/README.md
2015-12,2016-01-11,Pirati,Ondřej Profant,3940,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/12/ondrej-profant/README.md
2015-12,2016-01-11,Praha,Jakub Michálek,6300,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/12/jakub-michalek/README.md
2015-12,2016-01-11,Pirati,Jakub Michálek,8193,pevná část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/12/jakub-michalek/README.md
2015-12,2016-01-11,Pirati,Jakub Michálek,4000,proměnlivá část odměny z mandátní smlouvy,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/12/jakub-michalek/README.md
2015-12,2015-12-12,Praha,Jakub Michálek,4339,paušální odměna,
2015-12,2015-12-12,Praha,Jakub Michálek,247,zdravotní pojištění z paušální odměny,
2015-12,2015-12-12,Praha,Jakub Michálek,900,záloha na daň z paušální odměny,
2015-12,2015-12-12,Praha,Ondřej Profant,4339,paušální odměna,
2015-12,2015-12-12,Praha,Ondřej Profant,247,zdravotní pojištění z paušální odměny,
2015-12,2015-12-12,Praha,Ondřej Profant,900,záloha na daň z paušální odměny,
2015-12,2015-12-12,Praha,Mikuláš Ferjenčík,4339,paušální odměna,
2015-12,2015-12-12,Praha,Mikuláš Ferjenčík,247,zdravotní pojištění z paušální odměny,
2015-12,2015-12-12,Praha,Mikuláš Ferjenčík,900,záloha na daň z paušální odměny,
2015-12,2015-12-12,Praha,Adam Zábranský,3837,paušální odměna,
2015-12,2015-12-12,Praha,Adam Zábranský,749,zdravotní pojištění z paušální odměny,
2015-12,2015-12-12,Praha,Adam Zábranský,900,záloha na daň z paušální odměny,
2015-06,2016-01-20,Praha,Mikuláš Ferjenčík,8100,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/06/Mikulas/vycetka-cerven.pdf
2015-11,2016-01-20,Praha,Mikuláš Ferjenčík,14175,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/11/mikulas-ferjencik/vycetka-mikulas.docx
2015-10,2016-02-03,Praha,Mikuláš Ferjenčík,12879,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/10/mikulas-ferjencik/vycetka-mikulas.docx
2015-12,2016-02-03,Praha,Mikuláš Ferjenčík,7277,náhrada výdělku,https://github.com/pirati-cz/KlubPraha/blob/master/odmeny/2015/12/mikulas-ferjencik/vycetka-mikulas.docx
2016-01,2016-02-18,Praha,Jakub Michálek,4339,paušální odměna,
2016-01,2016-02-18,Praha,Jakub Michálek,247,zdravotní pojištění z paušální odměny,
2016-01,2016-02-18,Praha,Jakub Michálek,900,záloha na daň z paušální odměny,
2016-01,2016-02-18,Praha,Ondřej Profant,4339,paušální odměna,
2016-01,2016-02-18,Praha,Ondřej Profant,247,zdravotní pojištění z paušální odměny,
2016-01,2016-02-18,Praha,Ondřej Profant,900,záloha na daň z paušální odměny,
2016-01,2016-02-18,Praha,Mikuláš Ferjenčík,4339,paušální odměna,
2016-01,2016-02-18,Praha,Mikuláš Ferjenčík,247,zdravotní pojištění z paušální odměny,
2016-01,2016-02-18,Praha,Mikuláš Ferjenčík,900,záloha na daň z paušální odměny,
2016-01,2016-02-18,Praha,Adam Zábranský,3743,paušální odměna,
2016-01,2016-02-18,Praha,Adam Zábranský,843,zdravotní pojištění z paušální odměny,
2016-01,2016-02-18,Praha,Adam Zábranský,900,záloha na daň z paušální odměny,
