kniha;castka;nazev_subjektu;ICO;evidencni_cislo;datum_evidence;popis
08 - Odbor krizového řízení;8676;KH SERVIS a.s.;45279748;110800571;2011-09-19;obj. 64/2011 - demontáž kamery- opravy a udržování
08 - Odbor krizového řízení;8484;KH SERVIS a.s.;45279748;100800566;2010-09-16; opravy a udržování - obj. č. 0064/2010
08 - Odbor krizového řízení;8484;KH SERVIS a.s.;45279748;100800481;2010-08-02;opravy a udržování obj. 48/2010
08 - Odbor krizového řízení;8484;KH SERVIS a.s.;45279748;100800207;2010-04-19;opravy a udržování - obj. 16/2010
08 - Odbor krizového řízení;8484;KH SERVIS a.s.;45279748;110800716;2011-11-11;obj. č. 102/11 - opravy a udržování - demontáž kamery
08 - Odbor bezpečnosti a krizového řízení;8484;KH SERVIS a.s.;45279748;120800544;2012-08-20;obj. č. BKR 21/12 - opravy a udržování demontáž kamery č. 617 Vlastina
08 - Odbor bezpečnosti a krizového řízení;8442;KH SERVIS a.s.;45279748;120800540;2012-08-20;obj. č. BKR 27/12 - opravy a udržování opětovná montáž kamery č. 1029 Novorossijská
08 - Odbor krizového řízení;8412;KH SERVIS a.s.;45279748;100800149;2010-03-19;montáž kamery - obj. č. 00008/2010
08 - Odbor krizového řízení;8373;KH SERVIS a.s.;45279748;90800744;2009-12-10;opravy a udržování - obj. č. 73/2009
08 - Odbor krizového řízení;8256;KH SERVIS a.s.;45279748;100800447;2010-07-20;Opravy a udržování obj. 41/2010
08 - Odbor krizového řízení;8244;KH SERVIS a.s.;45279748;100800013;2010-01-12;opravy a udržování - obj. 39/2009
08 - Odbor bezpečnosti a krizového řízení;8028;KH SERVIS a.s.;45279748;130800155;2013-02-21;obj. č. BKR 6/13 opravy a udržování - demontáž a opětovná montáž kamery 107029
08 - Odbor krizového řízení;7992;KH SERVIS spol.s r.o.;45279748;70800605;2007-10-18;nákup materiálu obj.č. 0013472
08 - Odbor krizového řízení;7878;KH SERVIS a.s.;45279748;110800129;2011-02-22;Objednávka 10/2011 - zapojení do MKS a zprovoznění PC na OS KŠ
01 - Odbor hospodářské správy;7867;KH SERVIS spol.s r.o.;45279748;20105176;2002-08-23;
08 - Odbor krizového řízení;7867;KH SERVIS spol.s r.o.;45279748;20800572;2002-08-23;
08 - Odbor krizového řízení;7822;KH SERVIS spol.s r.o.;45279748;60800619;2006-11-30;
08 - Odbor bezpečnosti a krizového řízení;7728;KH SERVIS a.s.;45279748;120800543;2012-08-20;obj. č. BKR 23/12 - opravy a udržování opětovná montáž kamery č. 518 Plzeňská 85
08 - Odbor krizového řízení;7668;KH SERVIS a.s.;45279748;100800364;2010-07-01;opravy a udržování - obj. 0037/2010
08 - Odbor krizového řízení;7662;KH SERVIS a.s.;45279748;110800577;2011-09-19;obj. 81/2011 - demontáž kamery- opravy a udržování
08 - Odbor krizového řízení;7662;KH SERVIS a.s.;45279748;110800272;2011-05-23;obj.34/2011 opravy a udržování - montáž kamery 1122 - Proutěná - U Pramenu
08 - Odbor krizového řízení;7640;KH SERVIS spol.s r.o.;45279748;80800623;2008-11-10;opravy a udržování
08 - Odbor krizového řízení;7536;KH SERVIS a.s.;45279748;110800825;2011-12-15;obj. č. 116/2011 - opětovná montáž kamery Zimova 1206
08 - Odbor bezpečnosti a krizového řízení;7536;KH SERVIS a.s.;45279748;120800542;2012-08-20;obj. č. BKR 24/12 - opravy a udržování demontáž kamery č. 410 Poliklinika Budějovická
08 - Odbor krizového řízení;7527;KH SERVIS spol.s r.o.;45279748;80800444;2008-08-04;Opravy a udržování
08 - Odbor krizového řízení;7479;KH SERVIS spol.s r.o.;45279748;20800093;2002-04-19;
08 - Odbor krizového řízení;7462;KH SERVIS spol.s r.o.;45279748;20800229;2002-05-29;
08 - Odbor krizového řízení;6990;KH SERVIS spol.s r.o.;45279748;30801233;2003-12-09;opravy a udržování dodavatelsky
08 - Odbor krizového řízení;6962;KH SERVIS spol.s r.o.;45279748;40800635;2004-08-17;
08 - Odbor krizového řízení;6938;KH SERVIS a.s.;45279748;90800177;2009-03-16;opravy a udržování - obj.č. 0002/2009
08 - Odbor krizového řízení;6938;KH SERVIS a.s.;45279748;90800278;2009-05-21;opravy a udržování - obj.č. 0017/2009
08 - Odbor krizového řízení;6714;KH SERVIS a.s.;45279748;100800237;2010-05-05;opravy a udržování obj. 21/10
08 - Odbor krizového řízení;6714;KH SERVIS a.s.;45279748;100800236;2010-05-05;opravy a udržování obj. 20/10
08 - Odbor bezpečnosti a krizového řízení;6714;KH SERVIS a.s.;45279748;120800469;2012-07-26;obj. č. BKR 12/12 - oprava kamery č. 316
08 - Odbor krizového řízení;6588;KH SERVIS a.s.;45279748;110800343;2011-07-01;obj.č. 27/2011 - opravy a udržování demontáž a montáž kamery Chlebovická Příborská
08 - Odbor krizového řízení;6588;KH SERVIS a.s.;45279748;110800201;2011-04-12;opravy a udržování - obj. 19/2011
08 - Odbor bezpečnosti a krizového řízení;6588;KH SERVIS a.s.;45279748;120800104;2012-02-06;obj. č. 3/2012 - opravy a udržování - montáž kamery Chlebovická
08 - Odbor krizového řízení;6521;KH SERVIS a.s.;45279748;90800645;2009-11-06;opravy a udržování - obj. 0062/2009 ze 27.10.2009
08 - Odbor krizového řízení;6325;KH SERVIS spol.s r.o.;45279748;20801149;2002-12-05;
08 - Odbor krizového řízení;6236;KH SERVIS spol.s r.o.;45279748;80800506;2008-09-15;opravy a udržování
08 - Odbor bezpečnosti a krizového řízení;6120;KH SERVIS a.s.;45279748;120800464;2012-07-26;obj. č. BKR 5/12 - oprava kamery č. 518
08 - Odbor bezpečnosti a krizového řízení;6111;KH SERVIS a.s.;45279748;130800156;2013-02-21;obj. č. BKR 8/2013 - opravy a udržování opětovná montáž kamery 411023
08 - Odbor bezpečnosti a krizového řízení;5990;KH SERVIS a.s.;45279748;130800154;2013-02-21;obj. č. 4/2013- opravy a udržování - opětovná montáž kamery 40450
08 - Odbor krizového řízení;5760;KH SERVIS a.s.;45279748;90800546;2009-09-22;opravy a udržování - obj. č. 0051/2009
08 - Odbor bezpečnosti a krizového řízení;5687;KH SERVIS a.s.;45279748;130800511;2013-07-31;obj. BKR40/2013 - opravy a udržování - demontáž 2x kamera (Hloubětín metro)
08 - Odbor bezpečnosti a krizového řízení;5687;KH SERVIS a.s.;45279748;140800796;2014-12-08;obj. č. BKR 80/2014 oprava - demontáž kamerového stanoviště č. 308018 a č. 308080
08 - Odbor krizového řízení;5647;KH SERVIS a.s.;45279748;90800277;2009-05-21;opravy a udržování - obj.č. 0014/2009
08 - Odbor krizového řízení;5647;KH SERVIS a.s.;45279748;90800284;2009-05-27;opravy a udržování - obj. č. 0021/2009
08 - Odbor krizového řízení;5640;KH SERVIS a.s.;45279748;100800014;2010-01-12;opravy a udržování - obj. 60/2009
08 - Odbor krizového řízení;5640;KH SERVIS a.s.;45279748;110800576;2011-09-19;obj. 77/2011 - demontáž kamery- opravy a udržování
08 - Odbor krizového řízení;5640;KH SERVIS a.s.;45279748;110800575;2011-09-19;obj. 71/2011 - demontáž kamery- opravy a udržování
08 - Odbor krizového řízení;5640;KH SERVIS a.s.;45279748;110800572;2011-09-19;obj. 67/2011 - demontáž kamery - opravy a udržování
08 - Odbor bezpečnosti a krizového řízení;5640;KH SERVIS a.s.;45279748;120800697;2012-11-12;obj. č. BKR38/2012 - opravy a udržování demontáž kamery 101111 Břehová
08 - Odbor bezpečnosti a krizového řízení;5640;KH SERVIS a.s.;45279748;120800474;2012-07-26;obj. č. BKR 11/12 opravy - demontáž kamery 1123
08 - Odbor krizového řízení;5483;KH SERVIS a.s.;45279748;90800530;2009-09-11;opravy a udržování - obj.č. 0042/2009
08 - Odbor krizového řízení;5480;KH SERVIS spol.s r.o.;45279748;60800174;2006-03-24;
08 - Odbor krizového řízení;5400;KH SERVIS a.s.;45279748;100800315;2010-06-08; opravy a udržování obj. č. 29/2010
08 - Odbor krizového řízení;5400;KH SERVIS a.s.;45279748;100800294;2010-06-01;opravy a udržování - obj. 28/10
08 - Odbor krizového řízení;5390;KH SERVIS spol.s r.o.;45279748;60800722;2006-12-14;
08 - Odbor krizového řízení;5367;KH SERVIS spol.s r.o.;45279748;80800590;2008-10-29;opravy a udržování
08 - Odbor krizového řízení;5344;KH SERVIS spol.s r.o.;45279748;20800038;2002-02-18;
08 - Odbor krizového řízení;5320;KH SERVIS spol.s r.o.;45279748;70800515;2007-08-24;nákup služeb - demontáž a montáž kamerového
08 - Odbor krizového řízení;5320;KH SERVIS spol.s r.o.;45279748;70800293;2007-05-21;nákup služeb - demontáž a montáž
08 - Odbor krizového řízení;5320;KH SERVIS spol.s r.o.;45279748;70800157;2007-03-02;opravy a udržování
08 - Odbor krizového řízení;5212;KH SERVIS spol.s r.o.;45279748;60800554;2006-10-27;
08 - Odbor krizového řízení;5117;KH SERVIS spol.s r.o.;45279748;70800514;2007-08-24;nákup služeb - demontáž a montáž kamerového
08 - Odbor krizového řízení;5072;KH SERVIS spol.s r.o.;45279748;90800139;2009-02-09;opravy a udržování - obj.č. 0037/2008
08 - Odbor bezpečnosti a krizového řízení;4992;KH SERVIS a.s.;45279748;120800671;2012-10-29;obj. BKR35/12 - opětovná montáž kamery 410
08 - Odbor krizového řízení;4945;KH SERVIS spol.s r.o.;45279748;60800710;2006-12-14;
08 - Odbor krizového řízení;4944;KH SERVIS a.s.;45279748;90800206;2009-04-08;opravy a udržování - obj.č. 0007/2009
08 - Odbor krizového řízení;4891;KH SERVIS a.s.;45279748;90800637;2009-11-05;opravy a udržování  - obj. č. 0061/2009 ze dne 27.10.2009
08 - Odbor krizového řízení;4891;KH SERVIS spol.s r.o.;45279748;70800814;2007-12-13;nákup služeb - obj.č. 0013446
08 - Odbor krizového řízení;4878;KH SERVIS a.s.;45279748;110800234;2011-05-03;obj. č. 30/2011 - opravy a udržování oprava přetrženého závěsu vedení napájení na kameře 851 Bíleneckého náměstí
08 - Odbor krizového řízení;4701;KH SERVIS spol.s r.o.;45279748;60800635;2006-12-05;
08 - Odbor bezpečnosti a krizového řízení;4578;KH SERVIS a.s.;45279748;120800223;2012-04-17;obj. č. 17/2011 - oprava kamerového stanoviště č. 815
08 - Odbor krizového řízení;4355;KH SERVIS a.s.;45279748;90800501;2009-08-20;opravy a udržování - obj. č. 0038/2009
08 - Odbor krizového řízení;4355;KH SERVIS a.s.;45279748;90800538;2009-09-16;opravy a udržování - obj. č. 0043/2009
08 - Odbor krizového řízení;4076;KH SERVIS a.s.;45279748;90800499;2009-08-20;opravy a udržování - obj. č. 0016/2009
08 - Odbor krizového řízení;4058;KH SERVIS spol.s r.o.;45279748;20800227;2002-05-23;
08 - Odbor krizového řízení;3996;KH SERVIS a.s.;45279748;100800150;2010-03-19;demontáž kamery - obj. č. 00009/2010
08 - Odbor krizového řízení;3963;KH SERVIS a.s.;45279748;90800542;2009-09-18;opravy a udržování - obj. č. 0047/2009
08 - Odbor krizového řízení;3963;KH SERVIS spol.s r.o.;45279748;80800154;2008-03-17;opravy a udržování
08 - Odbor krizového řízení;3744;KH SERVIS a.s.;45279748;110800574;2011-09-19;obj. 70/2011 - demontáž kamery- opravy a udržování
08 - Odbor krizového řízení;3631;KH SERVIS spol.s r.o.;45279748;20800410;2002-06-24;
08 - Odbor krizového řízení;3374;KH SERVIS a.s.;45279748;90800502;2009-08-20;opravy a udržování - obj. č. 0040/2009
08 - Odbor krizového řízení;3261;KH SERVIS a.s.;45279748;90800276;2009-05-21;opravy a udržování - obj.č. 0013/2009
08 - Odbor krizového řízení;3261;KH SERVIS a.s.;45279748;90800554;2009-09-30;opravy a udržování - obj.č. 0052/2009
08 - Odbor krizového řízení;3084;KH SERVIS spol.s r.o.;45279748;20800096;2002-04-22;
08 - Odbor krizového řízení;2999;KH SERVIS spol.s r.o.;45279748;50800977;2005-11-10;
08 - Odbor krizového řízení;2995;KH SERVIS spol.s r.o.;45279748;40800084;2004-02-23;
08 - Odbor krizového řízení;2559;KH SERVIS a.s.;45279748;90800193;2009-04-01;opravy a udržování
08 - Odbor krizového řízení;2559;KH SERVIS a.s.;45279748;90800244;2009-04-27;opravy a udržování - objč. 0011/2009
08 - Odbor krizového řízení;2388;KH SERVIS spol.s r.o.;45279748;20800316;2002-06-07;
08 - Odbor krizového řízení;2366;KH SERVIS spol.s r.o.;45279748;40800878;2004-11-03;
08 - Odbor krizového řízení;2239;KH SERVIS spol.s r.o.;45279748;20800345;2002-06-13;
08 - Odbor krizového řízení;2024;KH SERVIS spol.s r.o.;45279748;20800348;2002-06-13;
08 - Odbor krizového řízení;2015;KH SERVIS spol.s r.o.;45279748;20800072;2002-04-08;
08 - Odbor krizového řízení;1785;KH SERVIS spol.s r.o.;45279748;40800627;2004-08-10;
08 - Odbor krizového řízení;1667;KH SERVIS spol.s r.o.;45279748;20800061;2002-03-18;
08 - Odbor krizového řízení;1667;KH SERVIS spol.s r.o.;45279748;20800048;2002-03-05;
08 - Odbor krizového řízení;1559;KH SERVIS spol.s r.o.;45279748;30800484;2003-07-01;
08 - Odbor krizového řízení;1480;KH SERVIS spol.s r.o.;45279748;20800066;2002-04-02;
08 - Odbor krizového řízení;1415;KH SERVIS spol.s r.o.;45279748;40800355;2004-06-01;
01 - Odbor hospodářské správy;1310;KH SERVIS spol.s r.o.;45279748;20105175;2002-08-23;
08 - Odbor krizového řízení;1310;KH SERVIS spol.s r.o.;45279748;20800573;2002-08-23;
08 - Odbor krizového řízení;1157;KH SERVIS spol.s r.o.;45279748;20800059;2002-03-18;
08 - Odbor bezpečnosti a krizového řízení;119;KH SERVIS a.s.;45279748;150800027;2015-01-05;obj. č. BKR 62/2014 nákup UHD televizoru pro OSKŠ HMP
08 - Odbor bezpečnosti a krizového řízení;23;KH SERVIS a.s.;45279748;150800222;2015-03-17;obj. č. BKR 2/2015 demontáž a opětovná montáž kamery č. 107035 (735) - oprava fasády
08 - Odbor bezpečnosti a krizového řízení;10;KH SERVIS a.s.;45279748;150800034;2015-01-12;zajištění servisu - nepřetržitá provozuschopnost MKS - 4.Q.2014
08 - Odbor bezpečnosti a krizového řízení;2;KH SERVIS a.s.;45279748;150800033;2015-01-12;zajištění služeb - zabezpečení správy nadstavbového SW ECCs - 4.Q.2014
